processed_tweet,final_class,tweetid
 Coughin' nails.,0,10589
Just started watching  and I’m confused. They just met and now they’re saying I love you and getting engaged…,0,10590
So apparently they got license for cold+cough and immunity booster medicine and marketed it as a medicine for coron… ,0,10591
 Don’t think you are off base but COVID fatigue might be more prevalent during our winter than it was for theirs.,0,10592
 It's so disgusting.  I want to vomit,0,10593
 Right!? Mom got a fever after her 2nd one; but so far I've been super lucky with basically just a sore arm for 2 days<U+0001F937><U+0001F3FC><U+200D><U+2640><U+FE0F>,0,10594
Idk how people enjoy having a constantly full calendar. I booked two more things and now I have a stress headache.,0,10595
Tough one; but a great game! Game two tomorrow rolls at 3:30 SK time! We’ll get them then; best of 3!!! <U+0001F49B><U+0001F49A><U+0001F4AA> ,0,10596
_han_solo Not bad. Just this damn cough.,1,10597
Legosi’s dummy thicc Voice clip by   beastars anime animation meme furry ,0,10598
  Quite frankly you make me feel like vomiting.,0,10599
BREAKING: Guy-With-A-Cough end The-Nits 108 year steak of most hated person at the poker table,0,10600
Why can’t this headache kindly go away.,0,10601
   Ape shall not kill .... ABE!,0,10602
 Customers are probably still going contemptfully try to cough on me when I inform them of the stores rules,0,10603
RT _Coughlan:   Predominantly white country??,0,10604
Really wish I could stay in bed all day today. Still have a lingering headache but feel wiped. <U+0001F97A><U+0001F629>,1,10605
  Rad was leaking due to vibration fatigue. At least it's copper and can be rebuilt unl… ,0,10606
"More Canadian LongCovid coverage, this time in SK: What it's like to be a COVID-19 'long-hauler': fatigue, persistent symptoms, organ function changes | CBC News ",0,10607
Two day headache can go fuck itself,1,10608
 I just updated his Dobber profile to simply say “yeah he still doesn’t play PP or PK at all”.,0,10609
 The offensive Dman that they don’t use offensively at all.,0,10610
_Prophet  Says he doesnt care; proceeds to continue to vomit ad hominem and reply to tweets he doesnt care about <U+0001F606>. Cute,0,10611
     My blogs make do with far less.,0,10612
If yellow is so last year; white tags are FO SHO out. Am I right? _TJ  _timmins …,0,10613
10x Gut Knife | Boreal Forest ($650.00 - 10 winners) <U+0001F381>  - Follow us  - Retweet - Tag 2 friends  Our $5000.00 leaderboard is…,0,10614
Due to continuing extreme cold and windchills below -40 throughout the Division; all Living Sky School Division School Bus rout…,0,10615
 First time in 3 or 4 years that we're actually getting SOMETHING back from the gov other than a big headache.  LOL,0,10616
Have you been feeling Zoom fatigue lately? We're hosting a virtual event with our friends at  with strat… ,0,10617
i............i don’t even know what to say :’( my heart is so full god i love you so much,0,10618
zoe telling me she has a feeling ariana’s gonna notice me tonight is the purest thing ever i love her so much y’all don’t…,0,10619
Being a mom means you’re always on deck for vomit cleanup. This feels like it should be compensated. ,0,10620
 there’s so many cute scrubs too. i can’t even be a doctor because i get nauseas easily but i love scrubs and masks,0,10621
 Fever dream by mxmtoon,0,10622
Moe says he understands the frustrations; people are getting cabin fever; that is why he says we need some activiti… ,0,10623
 Only if it had a case of diarrhea <U+0001F604>,0,10624
 Feverfew taken daily as a preventative.,0,10625
"    Cloth Masks keep you from coughing on people, slobbering or touching your face.

Not much more ... Everyone has been wearing masks for months, the northern hemisphere is a tire fire.",0,10626
Old people who cough nonstop while doing cardio piss me off.,0,10627
I’m a bit late on this (news and all;) but thanks for the nice words everyone! Very excited for what spring and summer b…,0,10628
CTV’s Question Period was preempted just as the PBO and Amanda Lang were to speak to the financial cliff Canada is critically…,0,10629
_lila2 Nothing; not even a sore arm. My husband had a few chills; but thats it.,0,10630
 It's so adorable I wanna throw up <U+0001F60D>,0,10631
Nauseating ... ,0,10632
 <U+0001F602><U+0001F602><U+0001F602> “could’ve checked out a few more places if it wasn’t for this damn cough.”,1,10633
okay; someone set me straight if I’m misguided. but bunch of people are talking about exponential growth of the vir… ,0,10634
 So....although Coronavirus doesn't cause diarrhea; Canadians are stocking up incase anxiety causes… ,0,10635
Update! We just double checked; we have 46 rolls of shit tickets; should be good unless we get a severe case of the diarrheas!,0,10636
     We need fever clinics away from hospitals… ,0,10637
My guy is having headache now. He said one girl he was toasting has been sending him pictures of things she wants for Valentines. oh <U+0001F617>,0,10638
Say you won't let go - James Arthur  Perfect - Ed Sheeran  Chills - Why Don't We  Falling like the stars - James Ar… ,0,10639
To help cure Spring Fever get outside and enjoy a stroll around downtown Hamilton for the March Culture Crawl. Loca… ,0,10640
 Ok; well I’m glad you’ve got that covered; but if you still have chest pains and trouble breathing tha… ,0,10641
 It often gives me a headache when all that people do is yell and they think they are a good leader or… ,0,10642
  Yeah cause a PPG player in last years playoffs wasn’t exactly what this team needed or anyth… ,0,10643
Brothers In Arms is always green. Gives me the chills any day. ,0,10644
 Apparently drinking a cup of oolong tea instead of coffee helps get rid of the withdrawal headaches.… ,0,10645
Ocean’s Eight on the 119” home projector!      FamilyMovieNight ,0,10646
 praying for u,0,10647
_Fever I'm sorry ,0,10648
  let’s see,0,10649
Ocean’s Eight on the 119” home projector!      FamilyMovieNight ,0,10650
Coughed up a lung while doing a walkaround with a customer today; they 100% think I have coronavirus,0,10651
If Mia doesn’t stop saying “to men and condoms two things I don’t fuck with” before every shot we take I’m going to throw up on purpose,0,10652
_beccaharrison There are nasty bugs all over this winter. Some are long; malingering with fever; chills. Others ar… ,0,10653
I got full body chills during that exorcism was definitely the scariest one yet GhostAdventures,0,10654
 The throat swab just made me cough once. It wasn’t bad.,0,10655
REDRAW!   Join our leaderboard  Follow our twitter  Retweet  Winner drawn in 1h! ,0,10656
4:48am; no sleep; dealing with neuropathy in my feet and legs; headache....  I’m in a bad place right now. I just w… ,0,10657
A USask researcher is exploring whether meditation can reduce the frequency of migraine headache attacks; medicati… ,0,10658
Everyone is cabin fevered; but marches like this perpetuate the crisis. Plz stop wrecking summer_2021 ,0,10659
Well-known Sask. chef raises alarm after temporarily losing sense of taste; smell after COVID-19 ,0,10660
"Well-known Sask. chef raises alarm after temporarily losing sense of taste, smell after COVID-19

 ",1,10661
"Who else is front line?? Not just doctors. My trainer just texted. Her client has fever, cough, but feeling better and wants to come in tomorrow. 
A: no. Self isolate. Client to contact local authorities re testing.",1,10662
Its like asking what flavour of vomit you prefer. <U+0001F61C> ,0,10663
  Major diarrhea from eating that douche canoe.,0,10664
 First shot I had a fever the first night. I read side effects are more common with a Pfizer second sh… ,0,10665
   _Bob  Should we be overly concerned that the premier was constantly coughing?,0,10666
Chills ,0,10667
Did every woman have a headache today cuz so far I’m seeing that yes is the answer,0,10668
Ugh getting rank cabin fever the 1 thing that kept me sane was my sons hockey practices n now that's gone<U+0001F62B><U+0001F614><U+0001F624>,0,10669
  Releasing a new three track EP on Friday - will likely throw up a few bonus tracks on the 5th!  ,0,10670
And difficulty breathing... keep reminding myself I have seasonal allergies ,0,10671
Updated MCU rankings... ,0,10672
Paycheck Protection Act a headache for some Missoula businesses ,0,10673
Someone in my house crop-dusted me. And that's how I noticed my sense of smell is back...,0,10674
Only just found out about this in 2020??? Got chills on a Thursday afternoon when the best OP hits.  ,0,10675
_c Everyone is being cautious. I’d worry if  anyone coughs near me too.,0,10676
Kieran Morrison try not to have a headache challenge go,0,10677
The only fun thing I did with my Lucid Dreaming Powers™ was try flying around but it made me nauseous,0,10678
  Can't wait! Hoping for a cameo from _coughlin,0,10679
Was watching My Best Friend's Wedding on tv and discovered I'm now almost the same age as Julia Roberts is in it... and she's…,0,10680
  Drink Fever Tree it'll make you sneeze,0,10681
 I’m loving Bridgerton Nicola! It’s such fun and so good!! <U+0001F389>,0,10682
"I’m so exhausted I could throw up, I’m losing my voice, and my 3-year-old student made up a song about the word “no” this morning, if anyone is wondering how my day is going so far... wednesdaymorning exhausted ",1,10683
"To be clear...I’m not having trouble breathing but when I cough hard (every 30 seconds or so) and I take that deep breath in to cough, it is wheezy and doesn’t feel like I’m pulling in as much air as I should be for such a powerful cough. I don’t know how to explain it. <U+0001F637> <U+0001F9A0>",1,10684
Coughing in public is equivalent to open gunfire.,0,10685
RT _: I swear my ISP hates me. <U+0001F92C><U+0001F613>  Poker Memes headaches ,0,10686
